FileName,LabelText
o_0271/o_0271-13067-02-01-KES-F-08-A.wav,오늘 물고기자리 운세를 찾아.
o_0271/o_0271-13068-02-01-KES-F-08-A.wav,빨래 얼마나 기다려야 돼요?
o_0271/o_0271-13069-02-01-KES-F-08-A.wav,검색어 일위 뭐야?
o_0271/o_0271-13070-02-01-KES-F-08-A.wav,전화번호부 열어서 남편 번호 띄워.
o_0271/o_0271-13073-02-01-KES-F-08-A.wav,난방 기구를 가동해 주겠니?
o_0271/o_0271-13075-02-01-KES-F-08-A.wav,노인병에 대한 실시간 순위 알려 줘.
o_0271/o_0271-13077-02-01-KES-F-08-A.wav,지금 서울 양양 간 고속도로 상황 알려 줘.
o_0271/o_0271-13078-02-01-KES-F-08-A.wav,나한테 산수 문제 좀 내 주렴.
o_0271/o_0271-13080-02-01-KES-F-08-A.wav,다음주에 일정 예약 만들어 줘.
o_0271/o_0271-13081-02-01-KES-F-08-A.wav,외출 설정 해제해.
o_0271/o_0271-13082-02-01-KES-F-08-A.wav,지금 내 목록에 있는 노래 재생해.
o_0271/o_0271-13083-02-01-KES-F-08-A.wav,오늘 네시에 야구 봐야 하니까 예약해 줘.
o_0271/o_0271-13085-02-01-KES-F-08-A.wav,현재 미세 먼지 수치 어떤지 확인해 줘.
o_0271/o_0271-13086-02-01-KES-F-08-A.wav,티비 그만 꺼 줘.
o_0271/o_0271-13088-02-01-KES-F-08-A.wav,로또 자동 번호 돌려 봐.
o_0271/o_0271-13089-02-01-KES-F-08-A.wav,퍼즐 맞추기가 치매 예방 된다니까 한 번 해 보자.
o_0271/o_0271-13092-02-01-KES-F-08-A.wav,내일은 비 안 오는지 확인 해 줘.
o_0271/o_0271-13093-02-01-KES-F-08-A.wav,문자 시간 순으로 정리해봐.
o_0271/o_0271-13094-02-01-KES-F-08-A.wav,수요일 빼고 한 달간 매일 알람해 주세요.
o_0271/o_0271-13096-02-01-KES-F-08-A.wav,방범 모드 하면 좋겠어.
o_0271/o_0271-13097-02-01-KES-F-08-A.wav,졸리네 티비 이제 꺼 주시오.
o_0271/o_0271-13099-02-01-KES-F-08-A.wav,알람 소리 자연소리로 바꿔 줘.
o_0271/o_0271-13100-02-01-KES-F-08-A.wav,지금 중부고속도로 막혀?
o_0271/o_0271-13101-02-01-KES-F-08-A.wav,이제 빨래 건조 모드로 바꿔 줘.
o_0271/o_0271-13102-02-01-KES-F-08-A.wav,나갔다 오게 드라마 좀 녹화해 놔.
o_0271/o_0271-13103-02-01-KES-F-08-A.wav,이제 그만 볼래 티브이 꺼.
o_0271/o_0271-13104-02-01-KES-F-08-A.wav,주문내역 상세하게 보여 줘.
o_0271/o_0271-13106-02-01-KES-F-08-A.wav,조금 이따 뉴스하는 거 녹화 부탁해.
o_0271/o_0271-13107-02-01-KES-F-08-A.wav,다 한 거 같으니까 청소기 그만 꺼 줘.
o_0271/o_0271-13109-02-01-KES-F-08-A.wav,한 시간 뒤에 드라마 시작하네 알람 부탁하네.
o_0271/o_0271-13110-02-01-KES-F-08-A.wav,오늘 일조량 어때?
o_0271/o_0271-13111-02-01-KES-F-08-A.wav,창문 열어서 환기 좀 시켜.
o_0271/o_0271-13112-02-01-KES-F-08-A.wav,빨래 탈수 어느 정도 진행됐는지 알려 줘.
o_0271/o_0271-13116-02-01-KES-F-08-A.wav,빨래 회전 세기 이제 줄여 줘.
o_0271/o_0271-13117-02-01-KES-F-08-A.wav,영화 채널에서 영화 시작하면 알려 주겠니?
o_0271/o_0271-13118-02-01-KES-F-08-A.wav,방범 모드가 시작되게 모드 바꿔 줘.
o_0271/o_0271-13120-02-01-KES-F-08-A.wav,등록된 번호로 긴급 메시지 보내!
o_0271/o_0271-13122-02-01-KES-F-08-A.wav,이건 어디다 쓰는 약일까?
o_0271/o_0271-13123-02-01-KES-F-08-A.wav,외출 모드 중지.
o_0271/o_0271-13126-02-01-KES-F-08-A.wav,빨래 헹굼 얼마나 남았어?
o_0271/o_0271-13127-02-01-KES-F-08-A.wav,뉴스 다시 보기 이용할래.
o_0271/o_0271-13128-02-01-KES-F-08-A.wav,이 알람 매주 울리게 해 줘.
o_0271/o_0271-13129-02-01-KES-F-08-A.wav,급히 아들에게 전화 넣어 줘.
o_0271/o_0271-13130-02-01-KES-F-08-A.wav,공기 순환 시스템 가동해 줘.
o_0271/o_0271-13131-02-01-KES-F-08-A.wav,명상할 땐 어떻게 해?
o_0271/o_0271-13135-02-01-KES-F-08-A.wav,농구 뉴스 있으면 보여 줄 수 있나?
o_0271/o_0271-13137-02-01-KES-F-08-A.wav,문자 쓰는 것 좀 도와주겠니?
o_0271/o_0271-13139-02-01-KES-F-08-A.wav,오늘 비 올 확률이 얼마나 되는가?
o_0271/o_0271-13140-02-01-KES-F-08-A.wav,우리 다 나갑니다 보일러 외출 모드로 해 줘요.
o_0271/o_0271-13141-02-01-KES-F-08-A.wav,내가 확인 못 한 뉴스 속보 알려 줘.
o_0271/o_0271-13142-02-01-KES-F-08-A.wav,세탁 완료까지 몇 분이야?
o_0271/o_0271-13143-02-01-KES-F-08-A.wav,이십 일에 진료받을 수 있게 병원 예약해.
o_0271/o_0271-13144-02-01-KES-F-08-A.wav,실버 체조 따라 하려면 어떻게 해야 해?
o_0271/o_0271-13145-02-01-KES-F-08-A.wav,내일 날씨 어떤가?
o_0271/o_0271-13146-02-01-KES-F-08-A.wav,청소기 전원 종료 해 줘요.
o_0271/o_0271-13147-02-01-KES-F-08-A.wav,세탁기 클린 자동 모드.
